calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 40.000000 120.309777 291.115280 9.230349 11.493422 -4.709312 -0.017374 4.739157 0.014473 0.001732 7.330383 0.078540 0.000000 0.000000 
2 40.000000 120.309777 291.115280 9.230349 11.493422 -4.709312 -0.017374 4.739157 0.014473 0.001732 0.000000 0.000000 80.000000 -25.000000 
3 40.000000 122.310270 290.218488 9.218079 8.337249 -3.066629 -0.010547 3.644547 0.024103 0.000992 0.000000 0.000000 0.000000 0.000000 
1 40.200000 116.570794 291.422022 9.270439 10.509963 -3.357000 -0.011441 3.450627 0.018356 0.001695 5.864306 0.052360 0.000000 0.000000 
1 40.400000 109.327545 292.548902 9.348979 12.715542 -3.443184 -0.012382 3.285486 0.005967 0.002398 7.330383 0.078540 0.000000 0.000000 
1 40.600000 102.018210 293.104009 9.427518 14.920029 -3.346610 -0.012334 3.326873 -0.011611 0.003101 7.330383 0.078540 0.000000 0.000000 
1 40.800000 94.687855 293.083921 9.506058 17.096911 -3.098458 -0.010488 3.676611 -0.034268 0.003804 7.330383 0.078540 0.000000 0.000000 
1 41.000000 88.842909 292.607794 9.558418 19.248697 -2.790374 -0.007516 4.242601 -0.056379 0.004507 5.864306 0.052360 0.000000 0.000000 
1 41.200000 81.577888 291.631074 9.636958 21.343446 -2.419471 -0.000557 5.379871 -0.088679 0.005211 7.330383 0.078540 0.000000 0.000000 
2 41.200000 81.577888 291.631074 9.636958 21.343446 -2.419471 -0.000557 5.379871 -0.088679 0.005211 0.000000 0.000000 80.000000 5.000000 
3 41.200000 79.928003 292.836399 9.592876 13.587317 -0.894891 -0.036362 2.753199 0.014673 0.001059 0.000000 0.000000 0.000000 0.000000 
1 41.400000 72.700944 291.609969 9.671416 15.534123 -0.101570 -0.034467 2.729523 0.007147 0.001762 7.330383 0.078540 0.000000 0.000000 
2 41.400000 72.700944 291.609969 9.671416 15.534123 -0.101570 -0.034467 2.729523 0.007147 0.001762 0.000000 0.000000 80.000000 -5.000000 
3 41.400000 74.476138 291.302946 9.687617 11.088419 -0.134777 -0.031392 2.486102 0.020403 0.001040 0.000000 0.000000 0.000000 0.000000 
1 41.600000 67.397508 289.398343 9.766157 12.898463 0.810109 -0.028840 2.500991 0.013221 0.001743 7.330383 0.078540 0.000000 0.000000 
2 41.600000 67.397508 289.398343 9.766157 12.898463 0.810109 -0.028840 2.500991 0.013221 0.001743 0.000000 0.000000 80.000000 35.000000 
3 41.600000 65.773759 288.589637 9.812345 10.425082 0.313120 -0.038351 2.336006 0.018388 0.000937 0.000000 0.000000 0.000000 0.000000 
1 41.800000 58.987061 285.819214 9.890885 11.942222 1.489861 -0.035264 2.580713 0.012252 0.001640 7.330383 0.078540 0.000000 0.000000 
2 41.800000 58.987061 285.819214 9.890885 11.942222 1.489861 -0.035264 2.580713 0.012252 0.001640 0.000000 0.000000 80.000000 35.000000 
3 41.800000 58.474302 285.807106 9.874792 9.794677 0.895179 -0.042388 2.365904 0.015834 0.001001 0.000000 0.000000 0.000000 0.000000 
1 42.000000 53.193840 283.256259 9.927152 11.257045 2.073766 -0.039562 2.740812 0.010689 0.001704 5.864306 0.052360 0.000000 0.000000 
2 42.000000 53.193840 283.256259 9.927152 11.257045 2.073766 -0.039562 2.740812 0.010689 0.001704 0.000000 0.000000 80.000000 35.000000 
3 42.000000 53.817022 283.726897 9.896033 9.303323 1.371601 -0.043210 2.452552 0.014077 0.001082 0.000000 0.000000 0.000000 0.000000 
1 42.200000 47.285657 280.398867 9.974573 10.591184 2.652028 -0.039065 2.920878 0.007312 0.001785 7.330383 0.078540 0.000000 0.000000 
1 42.400000 41.035541 276.568651 10.053113 11.730845 3.918129 -0.031372 3.658790 -0.003276 0.002489 7.330383 0.078540 0.000000 0.000000 
1 42.600000 35.105206 272.259863 10.131653 12.763476 5.100288 -0.019524 4.702701 -0.017148 0.003192 7.330383 0.078540 0.000000 0.000000 
1 42.800000 30.646015 268.451229 10.184012 13.818023 6.160301 -0.006640 5.951174 -0.030725 0.003895 5.864306 0.052360 0.000000 0.000000 
1 43.000000 25.328825 263.405240 10.262552 14.848488 7.017879 0.014578 7.564056 -0.049828 0.004598 7.330383 0.078540 0.000000 0.000000 
1 43.200000 20.423930 257.957624 10.341092 15.990677 7.608642 0.041318 9.488201 -0.070346 0.005301 7.330383 0.078540 0.000000 0.000000 
2 43.200000 20.423930 257.957624 10.341092 15.990677 7.608642 0.041318 9.488201 -0.070346 0.005301 0.000000 0.000000 80.000000 -30.000000 
3 43.200000 19.707882 259.040581 10.280682 9.023732 4.898320 -0.025378 6.130145 -0.005677 0.001098 0.000000 0.000000 0.000000 0.000000 
1 43.400000 14.902551 253.504942 10.359222 9.541372 6.001071 -0.018903 7.626750 -0.010462 0.001801 7.330383 0.078540 0.000000 0.000000 
2 43.400000 14.902551 253.504942 10.359222 9.541372 6.001071 -0.018903 7.626750 -0.010462 0.001801 0.000000 0.000000 80.000000 -35.000000 
3 43.400000 17.108526 255.608228 10.337170 6.652331 3.937244 -0.021731 5.781465 0.004547 0.001017 0.000000 0.000000 0.000000 0.000000 
2 43.400000 17.108526 255.608228 10.337170 6.652331 3.937244 -0.021731 5.781465 0.004547 0.001017 0.000000 0.000000 80.000000 35.000000 
3 43.400000 17.148073 255.022679 10.366148 5.805602 3.026520 -0.028787 4.692149 0.001964 0.000730 0.000000 0.000000 0.000000 0.000000 
1 43.600000 13.695868 250.282176 10.418508 6.196575 4.124974 -0.025200 6.235746 -0.000371 0.001433 5.864306 0.052360 0.000000 0.000000 
2 43.600000 13.695868 250.282176 10.418508 6.196575 4.124974 -0.025200 6.235746 -0.000371 0.001433 0.000000 0.000000 80.000000 35.000000 
3 43.600000 13.825802 250.447497 10.419116 5.443418 3.216181 -0.032379 5.055908 -0.002880 0.000910 0.000000 0.000000 0.000000 0.000000 
1 43.800000 9.031218 243.072562 10.471475 5.555204 4.261629 -0.025451 6.751684 -0.006884 0.001613 8.796459 0.052360 0.000000 0.000000 
2 43.800000 9.031218 243.072562 10.471475 5.555204 4.261629 -0.025451 6.751684 -0.006884 0.001613 0.000000 0.000000 80.000000 35.000000 
3 43.800000 9.847220 244.548535 10.451017 4.868885 3.360177 -0.031895 5.457803 -0.007705 0.001021 0.000000 0.000000 0.000000 0.000000 
1 44.000000 6.049791 238.278443 10.529557 4.940096 4.277887 -0.025212 7.279444 -0.011067 0.001724 7.330383 0.078540 0.000000 0.000000 
1 44.200000 2.097260 230.419996 10.581917 5.002050 5.040375 -0.011328 9.227985 -0.017161 0.002427 8.796459 0.052360 0.000000 0.000000 
2 44.200000 2.097260 230.419996 10.581917 5.002050 5.040375 -0.011328 9.227985 -0.017161 0.002427 0.000000 0.000000 80.000000 -30.000000 
3 44.200000 2.047190 229.898204 10.613868 3.885018 3.546281 -0.016911 6.931681 -0.003539 0.000906 0.000000 0.000000 0.000000 0.000000 
1 44.400000 -0.683408 223.095385 10.692408 3.889257 4.172932 -0.010574 8.959980 -0.005521 0.001609 7.330383 0.078540 0.000000 0.000000 
2 44.400000 -0.683408 223.095385 10.692408 3.889257 4.172932 -0.010574 8.959980 -0.005521 0.001609 0.000000 0.000000 80.000000 -30.000000 
3 44.400000 -0.243648 224.414336 10.657069 3.067193 2.930724 -0.015427 6.880937 -0.001147 0.000902 0.000000 0.000000 0.000000 0.000000 
1 44.600000 -2.191050 218.882816 10.709429 3.097816 3.538478 -0.010355 8.916536 -0.002640 0.001605 5.864306 0.052360 0.000000 0.000000 
1 44.800000 -4.260095 211.850494 10.787969 3.125512 3.962526 0.001156 11.039499 -0.005064 0.002308 7.330383 0.078540 0.000000 0.000000 
1 45.000000 -5.771012 204.677514 10.866509 3.300804 4.190232 0.017933 13.219582 -0.007242 0.003011 7.330383 0.078540 0.000000 0.000000 
1 45.200000 -6.714486 197.408100 10.945049 3.730385 4.233635 0.039977 15.424732 -0.008356 0.003714 7.330383 0.078540 0.000000 0.000000 
1 45.400000 -7.158742 188.622866 10.945049 4.725073 4.239186 0.072606 17.632266 -0.010006 0.004417 8.796459 0.000000 0.000000 0.000000 
2 45.400000 -7.158742 188.622866 10.945049 4.725073 4.239186 0.072606 17.632266 -0.010006 0.004417 0.000000 0.000000 80.000000 5.000000 
3 45.400000 -5.875927 189.220171 10.994839 2.438976 2.539662 -0.009375 11.996314 -0.024478 0.000983 0.000000 0.000000 0.000000 0.000000 
1 45.600000 -5.882393 180.423714 11.047199 2.356015 2.210660 -0.000737 14.173423 -0.024032 0.001686 8.796459 0.052360 0.000000 0.000000 
1 45.800000 -5.352827 170.174850 11.073379 2.530807 1.807084 0.016519 16.327835 -0.022687 0.002390 10.262536 0.026180 0.000000 0.000000 
1 46.000000 -4.441205 158.481720 11.073379 3.257167 1.411466 0.044461 18.480136 -0.020508 0.003093 11.728613 0.000000 0.000000 0.000000 
1 46.200000 -3.529583 146.788590 11.073379 4.733125 1.074290 0.080624 20.636993 -0.017689 0.003796 11.728613 -0.000000 0.000000 0.000000 
1 46.400000 -2.731914 136.557101 11.099559 6.798239 0.793254 0.119369 22.784859 -0.013646 0.004499 10.262536 0.026180 0.000000 0.000000 
2 46.400000 -2.731914 136.557101 11.099559 6.798239 0.793254 0.119369 22.784859 -0.013646 0.004499 0.000000 0.000000 80.000000 0.000000 
3 46.400000 -4.211498 135.761037 11.057282 2.538051 0.255675 -0.005000 14.109903 -0.016382 0.000849 0.000000 0.000000 0.000000 0.000000 
1 46.600000 -3.578617 125.518034 11.031102 2.527555 0.010740 0.003705 16.300290 -0.016072 0.001552 10.262536 -0.026180 0.000000 0.000000 
1 46.800000 -3.162008 113.796823 11.031102 2.830400 -0.246800 0.021895 18.489385 -0.015426 0.002255 11.728613 0.000000 0.000000 0.000000 
1 47.000000 -2.745400 102.075612 11.031102 3.656257 -0.485750 0.048326 20.679142 -0.014486 0.002958 11.728613 -0.000000 0.000000 0.000000 
1 47.200000 -2.380867 91.819552 11.057282 4.965015 -0.720094 0.078626 22.858604 -0.012614 0.003661 10.262536 0.026180 0.000000 0.000000 
1 47.400000 -1.747987 81.576549 11.031102 6.965700 -0.885390 0.116176 25.052112 -0.011280 0.004364 10.262536 -0.026180 0.000000 0.000000 
2 47.400000 -1.747987 81.576549 11.031102 6.965700 -0.885390 0.116176 25.052112 -0.011280 0.004364 0.000000 0.000000 80.000000 -5.000000 
3 47.400000 -0.731186 80.932608 11.059963 2.696299 -0.351753 -0.006391 14.966273 -0.002361 0.000842 0.000000 0.000000 0.000000 0.000000 
1 47.600000 0.023480 69.228299 11.059963 2.671127 -0.518355 0.003460 17.159060 -0.001725 0.001545 11.728613 0.000000 0.000000 0.000000 
1 47.800000 0.778147 57.523991 11.059963 2.972864 -0.663878 0.021540 19.353207 -0.000560 0.002248 11.728613 -0.000000 0.000000 0.000000 
1 48.000000 1.532813 45.819683 11.059963 3.794153 -0.775902 0.047850 21.549513 0.001137 0.002951 11.728613 0.000000 0.000000 0.000000 
1 48.200000 2.098812 37.041452 11.059963 4.870751 -0.865763 0.073754 23.747616 0.002807 0.003654 8.796459 0.000000 0.000000 0.000000 
1 48.400000 2.098812 37.041452 11.059963 4.879880 -1.007347 0.073754 25.943487 0.002807 0.004357 0.000000 0.000000 0.000000 0.000000 
1 48.600000 2.476145 31.189297 11.059963 5.901477 -1.095053 0.099254 28.142097 0.004451 0.005060 5.864306 0.000000 0.000000 0.000000 
2 48.600000 2.476145 31.189297 11.059963 5.901477 -1.095053 0.099254 28.142097 0.004451 0.005060 0.000000 0.000000 80.000000 -5.000000 
3 48.600000 1.974708 28.546818 11.037440 2.870976 -0.719040 -0.012650 16.003761 0.000421 0.000902 0.000000 0.000000 0.000000 0.000000 
1 48.800000 2.097428 25.617234 11.037440 2.808461 -0.811240 -0.010008 18.205015 0.000532 0.001605 2.932153 -0.000000 0.000000 0.000000 
2 48.800000 2.097428 25.617234 11.037440 2.808461 -0.811240 -0.010008 18.205015 0.000532 0.001605 0.000000 0.000000 80.000000 -5.000000 
3 48.800000 2.057839 25.460992 11.034655 2.602383 -0.547950 -0.021842 12.222856 0.001681 0.000891 0.000000 0.000000 0.000000 0.000000 
1 49.000000 2.172400 22.531078 11.034655 2.485405 -0.631311 -0.019232 14.424887 0.001783 0.001594 2.932153 0.000000 0.000000 0.000000 
2 49.000000 2.172400 22.531078 11.034655 2.485405 -0.631311 -0.019232 14.424887 0.001783 0.001594 0.000000 0.000000 80.000000 -5.000000 
3 49.000000 2.130995 23.258091 11.033319 2.424225 -0.467908 -0.025086 10.395841 0.002113 0.000969 0.000000 0.000000 0.000000 0.000000 
1 49.200000 2.241643 20.328026 11.033319 2.288676 -0.547327 -0.022247 12.598181 0.002220 0.001672 2.932153 0.000000 0.000000 0.000000 
2 49.200000 2.241643 20.328026 11.033319 2.288676 -0.547327 -0.022247 12.598181 0.002220 0.001672 0.000000 0.000000 80.000000 -5.000000 
3 49.200000 2.190097 21.542654 11.032554 2.262499 -0.423309 -0.025951 9.412998 0.002294 0.001030 0.000000 0.000000 0.000000 0.000000 
1 49.400000 2.298502 18.612506 11.032554 2.122275 -0.500539 -0.022933 11.615493 0.002406 0.001733 2.932153 -0.000000 0.000000 0.000000 
2 49.400000 2.298502 18.612506 11.032554 2.122275 -0.500539 -0.022933 11.615493 0.002406 0.001733 0.000000 0.000000 80.000000 -5.000000 
3 49.400000 2.237641 20.162617 11.032078 2.107490 -0.395667 -0.025612 8.853719 0.002370 0.001068 0.000000 0.000000 0.000000 0.000000 
1 49.600000 2.237641 20.162617 11.032078 2.110427 -0.476086 -0.025612 11.055782 0.002370 0.001771 0.000000 0.000000 0.000000 0.000000 
2 49.600000 2.237641 20.162617 11.032078 2.110427 -0.476086 -0.025612 11.055782 0.002370 0.001771 0.000000 0.000000 80.000000 -5.000000 
3 49.600000 2.194571 21.300053 11.031935 2.105018 -0.380870 -0.026737 8.524777 0.002302 0.001075 0.000000 0.000000 0.000000 0.000000 
1 49.800000 2.301164 18.369838 11.031935 1.960470 -0.456745 -0.023587 10.727366 0.002417 0.001778 2.932153 0.000000 0.000000 0.000000 
1 50.000000 2.407757 15.439623 11.031935 1.840418 -0.531728 -0.018377 12.929987 0.002606 0.002481 2.932153 -0.000000 0.000000 0.000000 
1 50.200000 2.407757 15.439623 11.031935 1.843332 -0.611833 -0.018377 15.132073 0.002606 0.003184 0.000000 0.000000 0.000000 0.000000 
1 50.400000 2.514350 12.509408 11.031935 1.765888 -0.685267 -0.009047 17.334751 0.002946 0.003887 2.932153 0.000000 0.000000 0.000000 
1 50.600000 2.514350 12.509408 11.031935 1.768802 -0.765372 -0.009047 19.536837 0.002946 0.004591 0.000000 0.000000 0.000000 0.000000 
1 50.800000 2.620942 9.579193 11.031935 1.758114 -0.836377 0.004405 21.739603 0.003435 0.005294 2.932153 0.000000 0.000000 0.000000 
1 51.000000 2.620942 9.579193 11.031935 1.761028 -0.916483 0.004405 23.941689 0.003435 0.005997 0.000000 0.000000 0.000000 0.000000 
1 51.200000 2.620942 9.579193 11.031935 1.763942 -0.996588 0.004405 26.143775 0.003435 0.006700 0.000000 0.000000 0.000000 0.000000 
1 51.400000 2.727535 6.648978 11.031935 1.850195 -1.064067 0.024037 28.346669 0.004149 0.007403 2.932153 -0.000000 0.000000 0.000000 
1 51.600000 2.727535 6.648978 11.031935 1.853109 -1.144172 0.024037 30.548755 0.004149 0.008106 0.000000 0.000000 0.000000 0.000000 
1 51.800000 2.834128 3.718763 11.031935 2.066491 -1.207026 0.047790 32.751818 0.005013 0.008809 2.932153 0.000000 0.000000 0.000000 
1 52.000000 2.940721 0.788548 11.031935 2.425111 -1.264597 0.073603 34.955073 0.005952 0.009512 2.932153 0.000000 0.000000 0.000000 
